Start Date,Start Hour,holiday_ind,Weekend,Prev_value,Energy_per_hour
3/26/2019,18,0,0,19.68096284,26.66107605
3/26/2019,19,0,0,12.63723294,15.52491867
3/26/2019,21,0,0,2.732582781,5.100340909
3/26/2019,22,0,0,7.162631964,1.453333333
3/27/2019,5,0,0,10.23688954,16.8383835
3/27/2019,6,0,0,6.426486486,12.11979021
3/27/2019,7,0,0,3.589450549,5.921289228
3/27/2019,8,0,0,10.87417736,4.61260274
3/27/2019,9,0,0,10.3094222,9.658119439
3/27/2019,11,0,0,24.34198435,27.77005599
3/27/2019,12,0,0,24.47928728,5.47875
3/27/2019,13,0,0,10.74387575,12.31709938
3/27/2019,14,0,0,12.61937695,9.774243902
3/27/2019,15,0,0,15.83313381,8.538715524
3/27/2019,16,0,0,13.6343662,7.309833333
3/27/2019,17,0,0,10.48957219,20.97556674
3/27/2019,18,0,0,26.66107605,3.452571429
3/27/2019,19,0,0,15.52491867,22.05195086
3/27/2019,20,0,0,3.361304348,7.026195163
3/27/2019,21,0,0,5.100340909,6.919175258
3/28/2019,5,0,0,16.8383835,13.36403689
3/28/2019,7,0,0,5.921289228,1.824507042
3/28/2019,8,0,0,4.61260274,15.82698549
3/28/2019,9,0,0,9.658119439,6.694236842
3/28/2019,10,0,0,7.240892495,9.44233163
3/28/2019,11,0,0,27.77005599,23.34443979
3/28/2019,12,0,0,5.47875,15.41274692
3/28/2019,13,0,0,12.31709938,3.537096774
3/28/2019,14,0,0,9.774243902,6.518336412
3/28/2019,15,0,0,8.538715524,15.88294353
3/28/2019,16,0,0,7.309833333,2.99260274
3/28/2019,17,0,0,20.97556674,10.10054565
3/28/2019,18,0,0,3.452571429,17.85425283
3/28/2019,19,0,0,22.05195086,5.98975
3/28/2019,21,0,0,6.919175258,19.83711712
3/29/2019,5,0,0,13.36403689,7.148108108
3/29/2019,7,0,0,1.824507042,5.491127819
3/29/2019,8,0,0,15.82698549,7.394611055
3/29/2019,9,0,0,6.694236842,3.354358974
3/29/2019,11,0,0,23.34443979,24.44837064
3/29/2019,12,0,0,15.41274692,3.291428571
3/29/2019,13,0,0,3.537096774,16.46545681
3/29/2019,14,0,0,6.518336412,7.444142857
3/29/2019,15,0,0,15.88294353,8.466857143
3/29/2019,16,0,0,2.99260274,5.721473684
3/29/2019,17,0,0,10.10054565,19.46675279
3/29/2019,18,0,0,17.85425283,22.98451863
3/29/2019,19,0,0,5.98975,24.23749696
3/29/2019,20,0,0,7.026195163,17.04258515
3/29/2019,21,0,0,19.83711712,15.92857143
3/30/2019,0,0,1,7.056315789,6.565352113
3/30/2019,6,0,1,12.11979021,20.05322017
3/30/2019,9,0,1,3.354358974,6.842884615
3/30/2019,10,0,1,9.44233163,14.02008293
3/30/2019,11,0,1,24.44837064,9.1544
3/30/2019,12,0,1,3.291428571,15.38177373
3/30/2019,13,0,1,16.46545681,24.36129392
3/30/2019,14,0,1,7.444142857,13.73917603
3/30/2019,15,0,1,8.466857143,20.86206687
3/30/2019,16,0,1,5.721473684,3.996
3/30/2019,17,0,1,19.46675279,19.25485297
3/30/2019,18,0,1,22.98451863,14.87784827
3/30/2019,19,0,1,24.23749696,8.411781609
3/30/2019,21,0,1,15.92857143,7.257989854
3/30/2019,22,0,1,1.453333333,6.571525424
3/31/2019,6,0,1,20.05322017,6.958756477
3/31/2019,9,0,1,6.842884615,12.67121978
3/31/2019,10,0,1,14.02008293,6.336274509
3/31/2019,11,0,1,9.1544,6.950322581
3/31/2019,13,0,1,24.36129392,4.780122699
3/31/2019,14,0,1,13.73917603,14.2754262
3/31/2019,15,0,1,20.86206687,13.04793769
3/31/2019,16,0,1,3.996,10.32981818
3/31/2019,17,0,1,19.25485297,5.390131579
3/31/2019,18,0,1,14.87784827,12.68688312
3/31/2019,19,0,1,8.411781609,12.86692344
3/31/2019,20,0,1,17.04258515,8.446161116
3/31/2019,21,0,1,7.257989854,6.6288
4/1/2019,5,0,0,7.148108108,9.923421053
4/1/2019,6,0,0,6.958756477,5.653103448
4/1/2019,7,0,0,5.491127819,10.06241379
4/1/2019,8,0,0,7.394611055,17.68132414
4/1/2019,9,0,0,12.67121978,9.679880993
4/1/2019,10,0,0,6.336274509,5.85268175
4/1/2019,12,0,0,15.38177373,13.09621558
4/1/2019,13,0,0,4.780122699,3.625636364
4/1/2019,14,0,0,14.2754262,16.58467351
4/1/2019,15,0,0,13.04793769,19.93810747
4/1/2019,16,0,0,10.32981818,15.26828572
4/1/2019,17,0,0,5.390131579,18.30801414
4/1/2019,18,0,0,12.68688312,17.71383421
4/1/2019,19,0,0,12.86692344,21.1600431
4/1/2019,21,0,0,6.6288,6.628656716
4/2/2019,5,0,0,9.923421053,10.53391463
4/2/2019,7,0,0,10.06241379,11.89133456
4/2/2019,8,0,0,17.68132414,28.96433071
4/2/2019,9,0,0,9.679880993,9.568260537
4/2/2019,10,0,0,5.85268175,3.765517241
4/2/2019,11,0,0,6.950322581,14.13443346
4/2/2019,13,0,0,3.625636364,17.1414981
4/2/2019,14,0,0,16.58467351,9.943685152
4/2/2019,15,0,0,19.93810747,20.60580155
4/2/2019,16,0,0,15.26828572,16.13555128
4/2/2019,17,0,0,18.30801414,21.87188048
4/2/2019,18,0,0,17.71383421,13.3323752
4/2/2019,19,0,0,21.1600431,11.11342343
4/2/2019,22,0,0,6.571525424,6.615
4/3/2019,3,0,0,3.35915493,6.9
4/3/2019,6,0,0,5.653103448,14.1154274
4/3/2019,8,0,0,28.96433071,26.12808009
4/3/2019,9,0,0,9.568260537,5.991457839
4/3/2019,11,0,0,14.13443346,3.250434783
4/3/2019,12,0,0,13.09621558,5.724976718
4/3/2019,13,0,0,17.1414981,13.84926614
4/3/2019,14,0,0,9.943685152,19.33882425
4/3/2019,15,0,0,20.60580155,17.90191792
4/3/2019,16,0,0,16.13555128,4.057142857
4/3/2019,17,0,0,21.87188048,3.930379747
4/3/2019,18,0,0,13.3323752,29.63948824
4/3/2019,20,0,0,8.446161116,4.549285714
4/3/2019,21,0,0,6.628656716,3.334074074
4/3/2019,22,0,0,6.615,3.456
4/3/2019,23,0,0,2.974285714,7.155494505
4/4/2019,5,0,0,10.53391463,7.120298507
4/4/2019,8,0,0,26.12808009,25.92527445
4/4/2019,9,0,0,5.991457839,6.982247035
4/4/2019,10,0,0,3.765517241,10.41775415
4/4/2019,11,0,0,3.250434783,11.66119565
4/4/2019,12,0,0,5.724976718,20.4171503
4/4/2019,14,0,0,19.33882425,23.47073813
4/4/2019,15,0,0,17.90191792,7.0175
4/4/2019,16,0,0,4.057142857,13.80981349
4/4/2019,17,0,0,3.930379747,3.633333333
4/4/2019,18,0,0,29.63948824,6.30395364
4/4/2019,19,0,0,11.11342343,3.260275862
4/5/2019,0,0,0,6.565352113,5.496358464
4/5/2019,5,0,0,7.120298507,10.76975135
4/5/2019,7,0,0,11.89133456,7.063304483
4/5/2019,8,0,0,25.92527445,10.07594567
4/5/2019,9,0,0,6.982247035,7.114135021
4/5/2019,10,0,0,10.41775415,2.291724138
4/5/2019,11,0,0,11.66119565,4.6344
4/5/2019,12,0,0,20.4171503,32.44728521
4/5/2019,13,0,0,13.84926614,4.171212121
4/5/2019,14,0,0,23.47073813,23.79669984
4/5/2019,15,0,0,7.0175,3.922051282
4/5/2019,16,0,0,13.80981349,21.0735063
4/5/2019,17,0,0,3.633333333,6.738656716
4/5/2019,18,0,0,6.30395364,30.70637752
4/5/2019,19,0,0,3.260275862,3.797142857
4/5/2019,21,0,0,3.334074074,7.205
4/5/2019,23,0,0,7.155494505,8.984273068
4/6/2019,1,0,1,3.685945946,3.005194805
4/6/2019,6,0,1,14.1154274,3.088
4/6/2019,7,0,1,7.063304483,7.264137931
4/6/2019,8,0,1,10.07594567,6.737562369
4/6/2019,9,0,1,7.114135021,10.94609177
4/6/2019,10,0,1,2.291724138,13.88740673
4/6/2019,11,0,1,4.6344,7.21
4/6/2019,12,0,1,32.44728521,20.6443264
4/6/2019,13,0,1,4.171212121,12.02459176
4/6/2019,14,0,1,23.79669984,10.64088889
4/6/2019,15,0,1,3.922051282,10.37496226
4/6/2019,16,0,1,21.0735063,12.21420837
4/6/2019,17,0,1,6.738656716,21.0812722
4/6/2019,18,0,1,30.70637752,10.0223441
4/6/2019,19,0,1,3.797142857,3.607346939
4/6/2019,21,0,1,7.205,10.78645161
4/7/2019,1,0,1,3.005194805,3.325909091
4/7/2019,8,0,1,6.737562369,7.572
4/7/2019,9,0,1,10.94609177,6.728333333
4/7/2019,10,0,1,13.88740673,6.210365854
4/7/2019,11,0,1,7.21,12.55714286
4/7/2019,12,0,1,20.6443264,5.76
4/7/2019,14,0,1,10.64088889,10.62617412
4/7/2019,15,0,1,10.37496226,18.10574901
4/7/2019,16,0,1,12.21420837,4.808721928
4/7/2019,17,0,1,21.0812722,27.54439476
4/7/2019,18,0,1,10.0223441,13.17718033
4/7/2019,19,0,1,3.607346939,3.375
4/7/2019,20,0,1,4.549285714,13.86970078
4/7/2019,21,0,1,10.78645161,6.344347826
4/7/2019,22,0,1,3.456,7.154110672
4/8/2019,5,0,0,10.76975135,9.348885959
4/8/2019,6,0,0,3.088,5.128148148
4/8/2019,7,0,0,7.264137931,8.861188811
4/8/2019,8,0,0,7.572,22.01169703
4/8/2019,9,0,0,6.728333333,7.168292683
4/8/2019,10,0,0,6.210365854,9.517411764
4/8/2019,11,0,0,12.55714286,10.87506475
4/8/2019,12,0,0,5.76,18.25982297
4/8/2019,13,0,0,12.02459176,15.99948942
4/8/2019,14,0,0,10.62617412,1.382769231
4/8/2019,15,0,0,18.10574901,15.23123621
4/8/2019,16,0,0,4.808721928,7.442142857
4/8/2019,17,0,0,27.54439476,21.77932238
4/8/2019,18,0,0,13.17718033,12.08627733
4/8/2019,19,0,0,3.375,3.011612903
4/8/2019,20,0,0,13.86970078,4.26204878
4/9/2019,5,0,0,9.348885959,2.717368421
4/9/2019,6,0,0,5.128148148,7.936690909
4/9/2019,7,0,0,8.861188811,6.703457223
4/9/2019,8,0,0,22.01169703,10.65069133
4/9/2019,9,0,0,7.168292683,8.794187987
4/9/2019,11,0,0,10.87506475,18.13453281
4/9/2019,12,0,0,18.25982297,6.685471698
4/9/2019,13,0,0,15.99948942,18.30331823
4/9/2019,15,0,0,15.23123621,7.108037383
4/9/2019,16,0,0,7.442142857,3.465769231
4/9/2019,17,0,0,21.77932238,9.84875
4/9/2019,18,0,0,12.08627733,10.90130319
4/9/2019,19,0,0,3.011612903,11.01300864
4/9/2019,22,0,0,7.154110672,1.851111111
4/10/2019,5,0,0,2.717368421,10.45799604
4/10/2019,7,0,0,6.703457223,2.829908257
4/10/2019,8,0,0,10.65069133,17.5090334
4/10/2019,9,0,0,8.794187987,7.807305313
4/10/2019,10,0,0,9.517411764,8.499063706
4/10/2019,11,0,0,18.13453281,2.119120879
4/10/2019,12,0,0,6.685471698,15.55901805
4/10/2019,13,0,0,18.30331823,11.94197191
4/10/2019,14,0,0,1.382769231,14.58923758
4/10/2019,15,0,0,7.108037383,7.037345972
4/10/2019,16,0,0,3.465769231,18.7676963
4/10/2019,17,0,0,9.84875,19.34395309
4/10/2019,18,0,0,10.90130319,19.84859543
4/10/2019,19,0,0,11.01300864,3.428571429
4/10/2019,20,0,0,4.26204878,3.224253394
4/10/2019,21,0,0,6.344347826,3.920696864
4/11/2019,5,0,0,10.45799604,11.89370588
4/11/2019,7,0,0,2.829908257,6.597476898
4/11/2019,8,0,0,17.5090334,14.07009489
4/11/2019,10,0,0,8.499063706,5.194210526
4/11/2019,11,0,0,2.119120879,23.33945645
4/11/2019,12,0,0,15.55901805,14.33809752
4/11/2019,13,0,0,11.94197191,7.086666667
4/11/2019,14,0,0,14.58923758,23.52496528
4/11/2019,15,0,0,7.037345972,6.461333333
4/11/2019,16,0,0,18.7676963,9.93234965
4/11/2019,17,0,0,19.34395309,9.130980392
4/11/2019,18,0,0,19.84859543,13.32643105
4/11/2019,19,0,0,3.428571429,20.52022635
4/11/2019,20,0,0,3.224253394,6.898888889
4/11/2019,21,0,0,3.920696864,3.915567568
4/12/2019,5,0,0,11.89370588,13.27101693
4/12/2019,6,0,0,7.936690909,5.00475
4/12/2019,8,0,0,14.07009489,23.64490876
4/12/2019,9,0,0,7.807305313,10.3845155
4/12/2019,10,0,0,5.194210526,4.597518248
4/12/2019,11,0,0,23.33945645,21.34577294
4/12/2019,12,0,0,14.33809752,6.702580645
4/12/2019,13,0,0,7.086666667,17.07278882
4/12/2019,14,0,0,23.52496528,12.22892308
4/12/2019,15,0,0,6.461333333,11.02159498
4/12/2019,16,0,0,9.93234965,21.8220627
4/12/2019,18,0,0,13.32643105,16.97324176
4/12/2019,19,0,0,20.52022635,6.617693383
4/12/2019,20,0,0,6.898888889,9.704114372
4/12/2019,21,0,0,3.915567568,8.147367097
4/12/2019,22,0,0,1.851111111,3.535804196
4/12/2019,23,0,0,8.984273068,3.145526316
4/13/2019,0,0,1,5.496358464,7.167
4/13/2019,2,0,1,3.3,7.116923077
4/13/2019,6,0,1,5.00475,6.94
4/13/2019,8,0,1,23.64490876,3.885245902
4/13/2019,10,0,1,4.597518248,2.233125
4/13/2019,12,0,1,6.702580645,9.742254956
4/13/2019,13,0,1,17.07278882,6.668265896
4/13/2019,14,0,1,12.22892308,23.75230103
4/13/2019,15,0,1,11.02159498,7.294005629
4/13/2019,16,0,1,21.8220627,2.136774194
4/13/2019,17,0,1,9.130980392,13.46325
4/13/2019,18,0,1,16.97324176,13.2518282
4/13/2019,19,0,1,6.617693383,13.22715915
4/13/2019,21,0,1,8.147367097,11.48664935
4/14/2019,3,0,1,6.9,2.13253012
4/14/2019,9,0,1,10.3845155,6.116666667
4/14/2019,10,0,1,2.233125,9.353504699
4/14/2019,11,0,1,21.34577294,13.18741071
4/14/2019,12,0,1,9.742254956,13.97785714
4/14/2019,13,0,1,6.668265896,12.37211204
4/14/2019,14,0,1,23.75230103,11.39603316
4/14/2019,15,0,1,7.294005629,14.49531935
4/14/2019,16,0,1,2.136774194,11.43857143
4/14/2019,18,0,1,13.2518282,20.4192987
4/14/2019,19,0,1,13.22715915,3.85
4/14/2019,20,0,1,9.704114372,7.398704794
4/14/2019,21,0,1,11.48664935,7.598947735
4/15/2019,5,0,0,13.27101693,12.12146264
4/15/2019,6,0,0,6.94,5.429655172
4/15/2019,8,0,0,3.885245902,18.92653853
4/15/2019,9,0,0,6.116666667,9.883992521
4/15/2019,10,0,0,9.353504699,3.603050847
4/15/2019,11,0,0,13.18741071,5.204705882
4/15/2019,12,0,0,13.97785714,13.32824249
4/15/2019,13,0,0,12.37211204,25.5706516
4/15/2019,15,0,0,14.49531935,17.05175824
4/15/2019,17,0,0,13.46325,25.25015079
4/15/2019,18,0,0,20.4192987,10.15253458
4/15/2019,19,0,0,3.85,8.399023109
4/15/2019,21,0,0,7.598947735,6.75956044
4/16/2019,5,0,0,12.12146264,10.31694184
4/16/2019,6,0,0,5.429655172,4.740705882
4/16/2019,7,0,0,6.597476898,3.314187192
4/16/2019,8,0,0,18.92653853,16.62945258
4/16/2019,9,0,0,9.883992521,3.809230769
4/16/2019,10,0,0,3.603050847,2.8340625
4/16/2019,11,0,0,5.204705882,7.731038032
4/16/2019,12,0,0,13.32824249,3.355285714
4/16/2019,13,0,0,25.5706516,6.18
4/16/2019,14,0,0,11.39603316,11.83390903
4/16/2019,15,0,0,17.05175824,7.71310606
4/16/2019,16,0,0,11.43857143,21.39621934
4/16/2019,17,0,0,25.25015079,18.53457311
4/16/2019,18,0,0,10.15253458,14.43791702
4/16/2019,19,0,0,8.399023109,22.46768106
4/16/2019,21,0,0,6.75956044,3.6
4/17/2019,4,0,0,7.071428571,7.1
4/17/2019,5,0,0,10.31694184,6.575
4/17/2019,6,0,0,4.740705882,14.15915411
4/17/2019,7,0,0,3.314187192,2.1735
4/17/2019,8,0,0,16.62945258,20.15980568
4/17/2019,9,0,0,3.809230769,7.30955098
4/17/2019,10,0,0,2.8340625,3.715
4/17/2019,11,0,0,7.731038032,9.29713142
4/17/2019,12,0,0,3.355285714,11.20457143
4/17/2019,13,0,0,6.18,13.89271642
4/17/2019,14,0,0,11.83390903,3.847933884
4/17/2019,15,0,0,7.71310606,5.394705882
4/17/2019,16,0,0,21.39621934,6.434210526
4/17/2019,17,0,0,18.53457311,20.24054173
4/17/2019,18,0,0,14.43791702,20.12150527
4/17/2019,19,0,0,22.46768106,7.404265356
4/17/2019,20,0,0,7.398704794,2.144776119
4/17/2019,21,0,0,3.6,3.20625
4/18/2019,5,0,0,6.575,10.06736842
4/18/2019,7,0,0,2.1735,8.899323708
4/18/2019,8,0,0,20.15980568,13.32486361
4/18/2019,9,0,0,7.30955098,10.45497356
4/18/2019,10,0,0,3.715,13.18109114
4/18/2019,11,0,0,9.29713142,16.14349156
4/18/2019,12,0,0,11.20457143,3.260322581
4/18/2019,13,0,0,13.89271642,16.35642103
4/18/2019,14,0,0,3.847933884,10.10881855
4/18/2019,15,0,0,5.394705882,5.626779661
4/18/2019,16,0,0,6.434210526,19.740789
4/18/2019,17,0,0,20.24054173,24.78020018
4/18/2019,18,0,0,20.12150527,21.80258951
4/18/2019,19,0,0,7.404265356,4.998304307
4/18/2019,21,0,0,3.20625,13.06934091
4/19/2019,5,0,0,10.06736842,17.1138668
4/19/2019,7,0,0,8.899323708,6.178714286
4/19/2019,8,0,0,13.32486361,10.44109044
4/19/2019,9,0,0,10.45497356,2.713386454
4/19/2019,10,0,0,13.18109114,16.29205296
4/19/2019,11,0,0,16.14349156,2.990625
4/19/2019,12,0,0,3.260322581,3.6
4/19/2019,13,0,0,16.35642103,3.269666667
4/19/2019,14,0,0,10.10881855,14.45299204
4/19/2019,15,0,0,5.626779661,10.77132076
4/19/2019,16,0,0,19.740789,6.554117647
4/19/2019,17,0,0,24.78020018,20.12304827
4/19/2019,18,0,0,21.80258951,20.22724022
4/19/2019,19,0,0,4.998304307,18.06692683
4/19/2019,20,0,0,2.144776119,14.34910345
4/19/2019,22,0,0,3.535804196,2.454626866
4/20/2019,0,0,1,7.167,7.1496
4/20/2019,6,0,1,14.15915411,10.0715
4/20/2019,8,0,1,10.44109044,3.612467532
4/20/2019,9,0,1,2.713386454,22.66904268
4/20/2019,10,0,1,16.29205296,7.063818182
4/20/2019,11,0,1,2.990625,18.05256082
4/20/2019,12,0,1,3.6,9.058848837
4/20/2019,13,0,1,3.269666667,3.560597015
4/20/2019,14,0,1,14.45299204,11.79849928
4/20/2019,15,0,1,10.77132076,29.41509072
4/20/2019,16,0,1,6.554117647,8.297064571
4/20/2019,17,0,1,20.12304827,4.033333333
4/20/2019,18,0,1,20.22724022,8.126964657
4/20/2019,19,0,1,18.06692683,6.455521168
4/20/2019,20,0,1,14.34910345,6.612857143
4/20/2019,21,0,1,13.06934091,1.182580645
4/20/2019,22,0,1,2.454626866,7.218983051
4/21/2019,9,0,1,22.66904268,1.609375
4/21/2019,10,0,1,7.063818182,18.55145789
4/21/2019,11,0,1,18.05256082,4.177655172
4/21/2019,13,0,1,3.560597015,7.137647059
4/21/2019,14,0,1,11.79849928,9.809641341
4/21/2019,15,0,1,29.41509072,3.680869565
4/21/2019,16,0,1,8.297064571,31.65649872
4/21/2019,17,0,1,4.033333333,6.902521008
4/21/2019,18,0,1,8.126964657,7.274117647
4/21/2019,19,0,1,6.455521168,3.953333333
4/21/2019,20,0,1,6.612857143,5.877761976
4/21/2019,21,0,1,1.182580645,4.035102041
4/21/2019,23,0,1,3.145526316,6.684
4/22/2019,5,0,0,17.1138668,15.12201326
4/22/2019,6,0,0,10.0715,3.622105263
4/22/2019,8,0,0,3.612467532,14.27822929
4/22/2019,9,0,0,1.609375,10.86832315
4/22/2019,10,0,0,18.55145789,5.694562958
4/22/2019,11,0,0,4.177655172,4.985340314
4/22/2019,13,0,0,7.137647059,6.748736263
4/22/2019,14,0,0,9.809641341,8.784552809
4/22/2019,15,0,0,3.680869565,10.91289348
4/22/2019,16,0,0,31.65649872,4.367472528
4/22/2019,17,0,0,6.902521008,19.74009968
4/22/2019,18,0,0,7.274117647,25.1513617
4/22/2019,19,0,0,3.953333333,6.620410217
4/22/2019,20,0,0,5.877761976,3.253061224
4/22/2019,23,0,0,6.684,3.692
4/23/2019,5,0,0,15.12201326,10.32544737
4/23/2019,7,0,0,6.178714286,10.52604702
4/23/2019,8,0,0,14.27822929,19.9657793
4/23/2019,9,0,0,10.86832315,3.753
4/23/2019,10,0,0,5.694562958,16.18662106
4/23/2019,11,0,0,4.985340314,13.92561706
4/23/2019,12,0,0,9.058848837,11.63665606
4/23/2019,13,0,0,6.748736263,11.09909722
4/23/2019,14,0,0,8.784552809,9.965357143
4/23/2019,15,0,0,10.91289348,16.27591475
4/23/2019,16,0,0,4.367472528,20.61623342
4/23/2019,17,0,0,19.74009968,14.64014438
4/23/2019,18,0,0,25.1513617,20.24274719
4/23/2019,19,0,0,6.620410217,13.89846889
4/23/2019,20,0,0,3.253061224,5.142352941
4/23/2019,21,0,0,4.035102041,7.047067669
4/24/2019,5,0,0,10.32544737,10.4157821
4/24/2019,6,0,0,3.622105263,11.22272
4/24/2019,7,0,0,10.52604702,1.955862069
4/24/2019,8,0,0,19.9657793,5.267368632
4/24/2019,9,0,0,3.753,19.78285759
4/24/2019,10,0,0,16.18662106,7.440140845
4/24/2019,11,0,0,13.92561706,7.807714285
4/24/2019,12,0,0,11.63665606,6.578834499
4/24/2019,13,0,0,11.09909722,13.36679342
4/24/2019,14,0,0,9.965357143,10.48333333
4/24/2019,15,0,0,16.27591475,20.07433878
4/24/2019,16,0,0,20.61623342,2.327910448
4/24/2019,17,0,0,14.64014438,19.02502177
4/24/2019,18,0,0,20.24274719,10.009725
4/24/2019,19,0,0,13.89846889,5.874857143
4/24/2019,20,0,0,5.142352941,3.848
4/24/2019,21,0,0,7.047067669,3.274455446
4/24/2019,22,0,0,7.218983051,6.672
4/25/2019,5,0,0,10.4157821,10.31555274
4/25/2019,6,0,0,11.22272,7.153521127
4/25/2019,7,0,0,1.955862069,10.77262532
4/25/2019,8,0,0,5.267368632,8.970156754
4/25/2019,9,0,0,19.78285759,7.99493696
4/25/2019,10,0,0,7.440140845,12.23971047
4/25/2019,11,0,0,7.807714285,6.154493507
4/25/2019,13,0,0,13.36679342,21.54171397
4/25/2019,14,0,0,10.48333333,7.47644084
4/25/2019,16,0,0,2.327910448,19.4872531
4/25/2019,17,0,0,19.02502177,17.83137496
4/25/2019,18,0,0,10.009725,10.75401903
4/25/2019,19,0,0,5.874857143,6.585652174
4/25/2019,20,0,0,3.848,10.91956044
4/25/2019,21,0,0,3.274455446,6.825148515
4/26/2019,0,0,0,7.1496,1.698
4/26/2019,5,0,0,10.31555274,3.465
4/26/2019,6,0,0,7.153521127,5.434736842
4/26/2019,7,0,0,10.77262532,3.50746988
4/26/2019,8,0,0,8.970156754,10.00592659
4/26/2019,9,0,0,7.99493696,13.15689171
4/26/2019,10,0,0,12.23971047,13.17794319
4/26/2019,11,0,0,6.154493507,12.7806698
4/26/2019,12,0,0,6.578834499,9.61576321
4/26/2019,13,0,0,21.54171397,10.42909409
4/26/2019,14,0,0,7.47644084,8.716063756
4/26/2019,15,0,0,20.07433878,21.65013426
4/26/2019,16,0,0,19.4872531,11.02756419
4/26/2019,17,0,0,17.83137496,6.334772727
4/26/2019,18,0,0,10.75401903,3.72
4/26/2019,19,0,0,6.585652174,3.139805825
4/26/2019,20,0,0,10.91956044,3.351428571
4/26/2019,22,0,0,6.672,8.639612903
4/27/2019,0,0,1,1.698,6.9675
4/27/2019,6,0,1,5.434736842,3.411818182
4/27/2019,7,0,1,3.50746988,10.18135519
4/27/2019,8,0,1,10.00592659,10.87114486
4/27/2019,9,0,1,13.15689171,13.39521429
4/27/2019,10,0,1,13.17794319,19.36136726
4/27/2019,11,0,1,12.7806698,10.21052729
4/27/2019,12,0,1,9.61576321,2.782941176
4/27/2019,13,0,1,10.42909409,6.332608696
4/27/2019,14,0,1,8.716063756,31.98318047
4/27/2019,15,0,1,21.65013426,7.152123412
4/27/2019,16,0,1,11.02756419,17.06512504
4/27/2019,17,0,1,6.334772727,17.00836486
4/27/2019,18,0,1,3.72,23.07323189
4/27/2019,19,0,1,3.139805825,6.70875
4/27/2019,20,0,1,3.351428571,7.344255319
4/27/2019,21,0,1,6.825148515,2.773880597
4/27/2019,22,0,1,8.639612903,9.398641926
4/28/2019,8,0,1,10.87114486,12.50255319
4/28/2019,9,0,1,13.39521429,9.919033614
4/28/2019,10,0,1,19.36136726,4.344444444
4/28/2019,11,0,1,10.21052729,17.114302
4/28/2019,12,0,1,2.782941176,18.89904061
4/28/2019,13,0,1,6.332608696,9.418035963
4/28/2019,14,0,1,31.98318047,5.166666667
4/28/2019,15,0,1,7.152123412,3.563622047
4/28/2019,16,0,1,17.06512504,3.257352941
4/28/2019,17,0,1,17.00836486,6.938465909
4/28/2019,19,0,1,6.70875,13.93338462
4/28/2019,21,0,1,2.773880597,4.901866667
4/28/2019,22,0,1,9.398641926,5.81516129
4/29/2019,5,0,0,3.465,6.894615385
4/29/2019,6,0,0,3.411818182,5.46989011
4/29/2019,7,0,0,10.18135519,6.206017699
4/29/2019,8,0,0,12.50255319,6.773986916
4/29/2019,9,0,0,9.919033614,10.71619988
4/29/2019,10,0,0,4.344444444,3.466849315
4/29/2019,12,0,0,18.89904061,9.741647727
4/29/2019,13,0,0,9.418035963,3.530186916
4/29/2019,14,0,0,5.166666667,7.375229814
4/29/2019,16,0,0,3.257352941,9.398714286
4/29/2019,17,0,0,6.938465909,32.33400741
4/29/2019,18,0,0,23.07323189,7.039714286
4/29/2019,19,0,0,13.93338462,10.86036585
4/29/2019,20,0,0,7.344255319,3.738571429
4/30/2019,5,0,0,6.894615385,9.998246869
4/30/2019,6,0,0,5.46989011,9.749095238
4/30/2019,8,0,0,6.773986916,23.12242238
4/30/2019,9,0,0,10.71619988,17.0690503
4/30/2019,10,0,0,3.466849315,10.402567
4/30/2019,11,0,0,17.114302,7.705927602
4/30/2019,12,0,0,9.741647727,10.42181818
4/30/2019,14,0,0,7.375229814,10.01986425
4/30/2019,15,0,0,3.563622047,5.520288462
4/30/2019,16,0,0,9.398714286,20.07327932
4/30/2019,17,0,0,32.33400741,14.65300864
4/30/2019,18,0,0,7.039714286,21.00728571
4/30/2019,19,0,0,10.86036585,13.44256151
4/30/2019,20,0,0,3.738571429,14.21220382
4/30/2019,21,0,0,4.901866667,9.3
4/30/2019,22,0,0,5.81516129,5.45375
5/1/2019,5,0,0,9.998246869,12.05340971
5/1/2019,6,0,0,9.749095238,8.009756097
5/1/2019,7,0,0,6.206017699,4.387771321
5/1/2019,8,0,0,23.12242238,16.59214645
5/1/2019,9,0,0,17.0690503,7.53986014
5/1/2019,10,0,0,10.402567,11.53935814
5/1/2019,11,0,0,7.705927602,7.244457369
5/1/2019,12,0,0,10.42181818,7.307034884
5/1/2019,13,0,0,3.530186916,10.26608126
5/1/2019,14,0,0,10.01986425,23.13679967
5/1/2019,15,0,0,5.520288462,23.62066196
5/1/2019,16,0,0,20.07327932,9.253037694
5/1/2019,17,0,0,14.65300864,10.63173333
5/1/2019,18,0,0,21.00728571,20.51680836
5/1/2019,19,0,0,13.44256151,21.82509993
5/1/2019,20,0,0,14.21220382,7.155065847
5/1/2019,23,0,0,3.692,3.691970803
5/2/2019,5,0,0,12.05340971,9.14901354
5/2/2019,6,0,0,8.009756097,16.55093166
5/2/2019,7,0,0,4.387771321,5.441077709
5/2/2019,8,0,0,16.59214645,6.783896999
5/2/2019,9,0,0,7.53986014,7.552692627
5/2/2019,10,0,0,11.53935814,9.840509014
5/2/2019,11,0,0,7.244457369,7.225833333
5/2/2019,12,0,0,7.307034884,9.010649496
